Vis,U,V,W
 (-5.447179079055786133e-02+-1.486209112044889480e-05j), (5.586468493537149698e+03+0.000000000000000000e+00j), (-5.052184341501966628e+03+0.000000000000000000e+00j), (1.044267789359067683e+04+0.000000000000000000e+00j)
 (3.581366315484046936e-02+-3.275290873716585338e-05j), (5.843026055814363644e+03+0.000000000000000000e+00j), (-6.290352950751921526e+03+0.000000000000000000e+00j), (1.300716098216158935e+04+0.000000000000000000e+00j)
 (-9.499627165496349335e-03+-1.024400808091741055e-05j), (6.127307481220463160e+03+0.000000000000000000e+00j), (-7.663359437189461460e+03+0.000000000000000000e+00j), (1.584790132308429929e+04+0.000000000000000000e+00j)
 (-8.922234922647476196e-02+4.806754805031232536e-05j), (6.438222248644202409e+03+0.000000000000000000e+00j), (-9.167220671452727402e+03+0.000000000000000000e+00j), (1.895393930906861715e+04+0.000000000000000000e+00j)
 (4.373944401741027832e-01+2.381977537879720330e-06j), (-2.552818515963455866e+03+0.000000000000000000e+00j), (5.290822236735632487e+02+0.000000000000000000e+00j), (-1.057350931812433373e+03+0.000000000000000000e+00j)
 (-1.359027065336704254e-02+6.213248298081452958e-07j), (-5.430309659691101842e+03+0.000000000000000000e+00j), (1.121490621355032545e+03+0.000000000000000000e+00j), (-2.251044121762252871e+03+0.000000000000000000e+00j)
 (-6.098777428269386292e-02+-8.136484211718197912e-06j), (-8.618446428537430620e+03+0.000000000000000000e+00j), (1.762016462137189137e+03+0.000000000000000000e+00j), (-3.581218594619515898e+03+0.000000000000000000e+00j)
 (-3.073440790176391602e-01+4.631486262951511890e-06j), (-1.216182031565256511e+04+0.000000000000000000e+00j), (2.490331937164825376e+03+0.000000000000000000e+00j), (-4.883835422673696485e+03+0.000000000000000000e+00j)
 (7.103127986192703247e-02+7.072795597196090966e-06j), (6.989384401603133483e+03+0.000000000000000000e+00j), (-1.583596767726374992e+03+0.000000000000000000e+00j), (3.292980652338888831e+03+0.000000000000000000e+00j)
 (-3.606206038966774940e-03+4.143845671933377162e-06j), (7.078830581488658027e+03+0.000000000000000000e+00j), (-2.015563605266316472e+03+0.000000000000000000e+00j), (4.187348826964561340e+03+0.000000000000000000e+00j)
 (-1.370169520378112793e-01+3.194315922883106396e-06j), (7.217086000936214987e+03+0.000000000000000000e+00j), (-2.686195332166515982e+03+0.000000000000000000e+00j), (5.567941279712804317e+03+0.000000000000000000e+00j)
 (-2.782933115959167480e-01+8.869429620972368866e-06j), (7.372730919515515779e+03+0.000000000000000000e+00j), (-3.439517286314277953e+03+0.000000000000000000e+00j), (7.122828787112020109e+03+0.000000000000000000e+00j)
 (-3.793160617351531982e-01+2.206035424023866653e-05j), (7.569875895312496141e+03+0.000000000000000000e+00j), (-4.394766324925501976e+03+0.000000000000000000e+00j), (9.091454277348831965e+03+0.000000000000000000e+00j)
 (-3.240129649639129639e-01+2.886833317461423576e-05j), (7.797509537948551042e+03+0.000000000000000000e+00j), (-5.496391846255043674e+03+0.000000000000000000e+00j), (1.136548100911633810e+04+0.000000000000000000e+00j)
 (-7.233925908803939819e-02+5.677649824065156281e-06j), (8.054067100225764989e+03+0.000000000000000000e+00j), (-6.734560455504998572e+03+0.000000000000000000e+00j), (1.392996409768725061e+04+0.000000000000000000e+00j)
 (2.361195832490921021e-01+-4.450577398529276252e-05j), (8.338348525631865414e+03+0.000000000000000000e+00j), (-8.107566941942538506e+03+0.000000000000000000e+00j), (1.677070443860995874e+04+0.000000000000000000e+00j)
 (3.317478597164154053e-01+-5.931005580350756645e-05j), (8.649263293055602844e+03+0.000000000000000000e+00j), (-9.611428176205803538e+03+0.000000000000000000e+00j), (1.987674242459427842e+04+0.000000000000000000e+00j)
 (2.944462001323699951e-01+3.259830464230617508e-06j), (-2.877491143727645976e+03+0.000000000000000000e+00j), (5.924083976814692960e+02+0.000000000000000000e+00j), (-1.193693189949819498e+03+0.000000000000000000e+00j)
 (4.911324754357337952e-02+-3.481859266685205512e-06j), (-6.065627912573974754e+03+0.000000000000000000e+00j), (1.232934238463625888e+03+0.000000000000000000e+00j), (-2.523867662807082525e+03+0.000000000000000000e+00j)
 (-2.492256909608840942e-01+-3.679553230995225022e-07j), (-9.609001799689109248e+03+0.000000000000000000e+00j), (1.961249713491262128e+03+0.000000000000000000e+00j), (-3.826484490861263112e+03+0.000000000000000000e+00j)
 (-2.079545110464096069e-01+3.448494680924341083e-06j), (9.542202917566590259e+03+0.000000000000000000e+00j), (-2.112678991399938241e+03+0.000000000000000000e+00j), (4.350331584151322204e+03+0.000000000000000000e+00j)
 (-1.463149785995483398e-01+6.189520718180574477e-06j), (9.631649097452114802e+03+0.000000000000000000e+00j), (-2.544645828939879721e+03+0.000000000000000000e+00j), (5.244699758776994713e+03+0.000000000000000000e+00j)
 (-5.072388797998428345e-02+5.204055014473851770e-06j), (9.769904516899670853e+03+0.000000000000000000e+00j), (-3.215277555840079003e+03+0.000000000000000000e+00j), (6.625292211525237690e+03+0.000000000000000000e+00j)
 (2.861994132399559021e-02+-1.158601094175537582e-06j), (9.925549435478971645e+03+0.000000000000000000e+00j), (-3.968599509987841429e+03+0.000000000000000000e+00j), (8.180179718924453482e+03+0.000000000000000000e+00j)
 (5.688940733671188354e-02+-8.108453585009556264e-06j), (1.012269441127595201e+04+0.000000000000000000e+00j), (-4.923848548599065907e+03+0.000000000000000000e+00j), (1.014880520916126625e+04+0.000000000000000000e+00j)
 (3.414675826206803322e-03+-1.601830263098236173e-06j), (1.035032805391200600e+04+0.000000000000000000e+00j), (-6.025474069928606696e+03+0.000000000000000000e+00j), (1.242283194092877056e+04+0.000000000000000000e+00j)
 (-6.338065862655639648e-02+2.227698132628574967e-05j), (1.060688561618922176e+04+0.000000000000000000e+00j), (-7.263642679178561593e+03+0.000000000000000000e+00j), (1.498731502949968308e+04+0.000000000000000000e+00j)
 (-4.818425513803958893e-03+3.218995698262006044e-05j), (1.089116704159532128e+04+0.000000000000000000e+00j), (-8.636649165616101527e+03+0.000000000000000000e+00j), (1.782805537042239303e+04+0.000000000000000000e+00j)
 (2.049649059772491455e-01+-1.490892009314848110e-05j), (1.120208180901905871e+04+0.000000000000000000e+00j), (-1.014051039987936747e+04+0.000000000000000000e+00j), (2.093409335640670906e+04+0.000000000000000000e+00j)
 (1.793345510959625244e-01+4.037322923977626488e-06j), (-3.188136768846328778e+03+0.000000000000000000e+00j), (6.405258407821565925e+02+0.000000000000000000e+00j), (-1.330174472857263027e+03+0.000000000000000000e+00j)
 (9.138675779104232788e-02+-8.258267371274996549e-06j), (-6.731510655961463272e+03+0.000000000000000000e+00j), (1.368841315809792832e+03+0.000000000000000000e+00j), (-2.632791300911443614e+03+0.000000000000000000e+00j)
 (-2.849511802196502686e-01+-2.682123749764286913e-06j), (1.241969406129423623e+04+0.000000000000000000e+00j), (-2.705087389081407309e+03+0.000000000000000000e+00j), (5.544024774101141702e+03+0.000000000000000000e+00j)
 (-3.082654476165771484e-01+-2.993828275066334754e-06j), (1.250914024117976078e+04+0.000000000000000000e+00j), (-3.137054226621348789e+03+0.000000000000000000e+00j), (6.438392948726814211e+03+0.000000000000000000e+00j)
 (-2.943994700908660889e-01+1.307134844807933405e-09j), (1.264739566062731683e+04+0.000000000000000000e+00j), (-3.807685953521548527e+03+0.000000000000000000e+00j), (7.818985401475057188e+03+0.000000000000000000e+00j)
 (-2.023779600858688354e-01+3.873614332405850291e-06j), (1.280304057920661762e+04+0.000000000000000000e+00j), (-4.561007907669310953e+03+0.000000000000000000e+00j), (9.373872908874272980e+03+0.000000000000000000e+00j)
 (1.264409860596060753e-03+6.935927672202524263e-07j), (1.300018555500359798e+04+0.000000000000000000e+00j), (-5.516256946280534976e+03+0.000000000000000000e+00j), (1.134249839911108575e+04+0.000000000000000000e+00j)
 (2.539912462234497070e-01+-1.839530341385398060e-05j), (1.322781919763965197e+04+0.000000000000000000e+00j), (-6.617882467610075764e+03+0.000000000000000000e+00j), (1.361652513087859006e+04+0.000000000000000000e+00j)
 (3.940639495849609375e-01+-4.145254206378012896e-05j), (1.348437675991686774e+04+0.000000000000000000e+00j), (-7.856051076860030662e+03+0.000000000000000000e+00j), (1.618100821944950258e+04+0.000000000000000000e+00j)
 (2.728783786296844482e-01+-2.983944796142168343e-05j), (1.376865818532296726e+04+0.000000000000000000e+00j), (-9.229057563297570596e+03+0.000000000000000000e+00j), (1.902174856037221252e+04+0.000000000000000000e+00j)
 (-3.734098002314567566e-02+3.089761958108283579e-05j), (1.407957295274670469e+04+0.000000000000000000e+00j), (-1.073291879756083654e+04+0.000000000000000000e+00j), (2.212778654635653220e+04+0.000000000000000000e+00j)
 (7.491786032915115356e-02+5.575762770604342222e-06j), (-3.543373887115134494e+03+0.000000000000000000e+00j), (7.283154750276362392e+02+0.000000000000000000e+00j), (-1.302616828054180587e+03+0.000000000000000000e+00j)
 (1.627422869205474854e-01+1.435982539987890050e-05j), (1.560783083014056501e+04+0.000000000000000000e+00j), (-3.345613229863563902e+03+0.000000000000000000e+00j), (6.874199246958404729e+03+0.000000000000000000e+00j)
 (2.246014922857284546e-01+1.120360593631630763e-05j), (1.569727701002608956e+04+0.000000000000000000e+00j), (-3.777580067403505382e+03+0.000000000000000000e+00j), (7.768567421584077238e+03+0.000000000000000000e+00j)
 (2.720042765140533447e-01+2.889375764425494708e-06j), (1.583553242947364561e+04+0.000000000000000000e+00j), (-4.448211794303704664e+03+0.000000000000000000e+00j), (9.149159874332319305e+03+0.000000000000000000e+00j)
 (2.542692422866821289e-01+-5.961551323707681149e-06j), (1.599117734805294640e+04+0.000000000000000000e+00j), (-5.201533748451467545e+03+0.000000000000000000e+00j), (1.070404738173153601e+04+0.000000000000000000e+00j)
 (1.557110100984573364e-01+-7.965059012349229306e-06j), (1.618832232384992676e+04+0.000000000000000000e+00j), (-6.156782787062691568e+03+0.000000000000000000e+00j), (1.267267287196834877e+04+0.000000000000000000e+00j)
 (2.612192928791046143e-02+3.732705408765468746e-06j), (1.641595596648598075e+04+0.000000000000000000e+00j), (-7.258408308392232357e+03+0.000000000000000000e+00j), (1.494669960373585309e+04+0.000000000000000000e+00j)
 (-2.575260587036609650e-02+1.523650098533835262e-05j), (1.667251352876319652e+04+0.000000000000000000e+00j), (-8.496576917642187254e+03+0.000000000000000000e+00j), (1.751118269230676378e+04+0.000000000000000000e+00j)
 (4.705855622887611389e-02+-2.607636815810110420e-06j), (1.695679495416929421e+04+0.000000000000000000e+00j), (-9.869583404079727188e+03+0.000000000000000000e+00j), (2.035192303322947555e+04+0.000000000000000000e+00j)
 (1.039298474788665771e-01+-4.160026583122089505e-05j), (1.726770972159303346e+04+0.000000000000000000e+00j), (-1.137344463834299313e+04+0.000000000000000000e+00j), (2.345796101921379159e+04+0.000000000000000000e+00j)
 (-1.907808147370815277e-02+-2.649755151651334018e-05j), (1.915120471725569951e+04+0.000000000000000000e+00j), (-4.073928704891200141e+03+0.000000000000000000e+00j), (8.176816075012585316e+03+0.000000000000000000e+00j)
 (-1.478419080376625061e-02+-2.546291034377645701e-05j), (1.924065089714122223e+04+0.000000000000000000e+00j), (-4.505895542431141621e+03+0.000000000000000000e+00j), (9.071184249638257825e+03+0.000000000000000000e+00j)
 (2.418212220072746277e-02+-1.968481410585809499e-05j), (1.937890631658877828e+04+0.000000000000000000e+00j), (-5.176527269331341813e+03+0.000000000000000000e+00j), (1.045177670238650171e+04+0.000000000000000000e+00j)
 (1.039496958255767822e-01+-1.233087277796585113e-05j), (1.953455123516808089e+04+0.000000000000000000e+00j), (-5.929849223479103784e+03+0.000000000000000000e+00j), (1.200666420978571659e+04+0.000000000000000000e+00j)
 (2.137961983680725098e-01+-9.514502380625344813e-06j), (1.973169621096505944e+04+0.000000000000000000e+00j), (-6.885098262090327808e+03+0.000000000000000000e+00j), (1.397528970002252754e+04+0.000000000000000000e+00j)
 (2.611453235149383545e-01+-1.579144918650854379e-05j), (1.995932985360111707e+04+0.000000000000000000e+00j), (-7.986723783419869505e+03+0.000000000000000000e+00j), (1.624931643179003368e+04+0.000000000000000000e+00j)
 (1.330738663673400879e-01+-1.640224036236759275e-05j), (2.021588741587832919e+04+0.000000000000000000e+00j), (-9.224892392669824403e+03+0.000000000000000000e+00j), (1.881379952036094619e+04+0.000000000000000000e+00j)
 (-1.643579006195068359e-01+1.456616246287012473e-05j), (2.050016884128443053e+04+0.000000000000000000e+00j), (-1.059789887910736434e+04+0.000000000000000000e+00j), (2.165453986128365796e+04+0.000000000000000000e+00j)
 (-3.923202455043792725e-01+6.171727000037208200e-05j), (2.081108360870816978e+04+0.000000000000000000e+00j), (-1.210176011337062846e+04+0.000000000000000000e+00j), (2.476057784726797399e+04+0.000000000000000000e+00j)
 (1.359077572822570801e+00+-3.824395662377355620e-06j), (8.944617988552488441e+01+0.000000000000000000e+00j), (-4.319668375399415936e+02+0.000000000000000000e+00j), (8.943681746256726228e+02+0.000000000000000000e+00j)
 (1.147655248641967773e+00+-6.875774943182477728e-06j), (2.277015993330810772e+02+0.000000000000000000e+00j), (-1.102598564440140990e+03+0.000000000000000000e+00j), (2.274960627373915486e+03+0.000000000000000000e+00j)
 (7.701442241668701172e-01+-2.698149728530552238e-06j), (3.833465179123824100e+02+0.000000000000000000e+00j), (-1.855920518587903189e+03+0.000000000000000000e+00j), (3.829848134773131278e+03+0.000000000000000000e+00j)
 (2.674933373928070068e-01+1.394382707076147199e-05j), (5.804914937093623166e+02+0.000000000000000000e+00j), (-2.811169557199127667e+03+0.000000000000000000e+00j), (5.798473625009943135e+03+0.000000000000000000e+00j)
 (-1.205506101250648499e-01+3.367242607055231929e-05j), (8.081251363454172179e+02+0.000000000000000000e+00j), (-3.912795078528668910e+03+0.000000000000000000e+00j), (8.072500356777448360e+03+0.000000000000000000e+00j)
 (-2.249152809381484985e-01+2.822389251377899200e-05j), (1.064682698622631506e+03+0.000000000000000000e+00j), (-5.150963687778623353e+03+0.000000000000000000e+00j), (1.063698344534836178e+04+0.000000000000000000e+00j)
 (-9.872447699308395386e-02+-1.952397360582835972e-05j), (1.348964124028731476e+03+0.000000000000000000e+00j), (-6.523970174216163286e+03+0.000000000000000000e+00j), (1.347772378627107173e+04+0.000000000000000000e+00j)
 (2.049131318926811218e-02+-5.989176497678272426e-05j), (1.659878891452470270e+03+0.000000000000000000e+00j), (-8.027831408479428319e+03+0.000000000000000000e+00j), (1.658376177225538777e+04+0.000000000000000000e+00j)
 (1.302103519439697266e+00+-5.442151177703635767e-06j), (1.382554194475561928e+02+0.000000000000000000e+00j), (-6.706317269001995101e+02+0.000000000000000000e+00j), (1.380592452748242977e+03+0.000000000000000000e+00j)
 (9.973086118698120117e-01+-6.215330358827486634e-06j), (2.939003380268575256e+02+0.000000000000000000e+00j), (-1.423953681047961709e+03+0.000000000000000000e+00j), (2.935479960147458769e+03+0.000000000000000000e+00j)
 (4.848825037479400635e-01+5.295088158163707703e-06j), (4.910453138238374322e+02+0.000000000000000000e+00j), (-2.379202719659186187e+03+0.000000000000000000e+00j), (4.904105450384270625e+03+0.000000000000000000e+00j)
 (-1.793235540390014648e-03+2.739380033744964749e-05j), (7.186789564598923334e+02+0.000000000000000000e+00j), (-3.480828240988726975e+03+0.000000000000000000e+00j), (7.178132182151775851e+03+0.000000000000000000e+00j)
 (-2.227819412946701050e-01+3.480870509520173073e-05j), (9.752365187371065076e+02+0.000000000000000000e+00j), (-4.718996850238681873e+03+0.000000000000000000e+00j), (9.742615270722688365e+03+0.000000000000000000e+00j)
 (-1.492033004760742188e-01+-1.840520212681440171e-06j), (1.259517944143206478e+03+0.000000000000000000e+00j), (-6.092003336676221807e+03+0.000000000000000000e+00j), (1.258335561164539831e+04+0.000000000000000000e+00j)
 (2.973399823531508446e-03+-5.498440805240534246e-05j), (1.570432711566945272e+03+0.000000000000000000e+00j), (-7.595864570939486839e+03+0.000000000000000000e+00j), (1.568939359762971617e+04+0.000000000000000000e+00j)
 (1.276758193969726562e+00+-5.894536116102244705e-06j), (1.556449185793013612e+02+0.000000000000000000e+00j), (-7.533219541477621988e+02+0.000000000000000000e+00j), (1.554887507399215792e+03+0.000000000000000000e+00j)
 (8.497465848922729492e-01+-4.246733624313492328e-06j), (3.527898943762812678e+02+0.000000000000000000e+00j), (-1.708570992758986449e+03+0.000000000000000000e+00j), (3.523512997636027649e+03+0.000000000000000000e+00j)
 (2.677149772644042969e-01+1.392892590956762433e-05j), (5.804235370123361690e+02+0.000000000000000000e+00j), (-2.810196514088527692e+03+0.000000000000000000e+00j), (5.797539729403532874e+03+0.000000000000000000e+00j)
 (-1.473964154720306396e-01+3.500191451166756451e-05j), (8.369810992895503432e+02+0.000000000000000000e+00j), (-4.048365123338482590e+03+0.000000000000000000e+00j), (8.362022817974444479e+03+0.000000000000000000e+00j)
 (-2.119321525096893311e-01+2.156614391424227506e-05j), (1.121262524695650427e+03+0.000000000000000000e+00j), (-5.421371609776022524e+03+0.000000000000000000e+00j), (1.120276315889715625e+04+0.000000000000000000e+00j)
 (-5.358513072133064270e-02+-3.536891745170578361e-05j), (1.432177292119389222e+03+0.000000000000000000e+00j), (-6.925232844039287556e+03+0.000000000000000000e+00j), (1.430880114488147228e+04+0.000000000000000000e+00j)
 (1.207060813903808594e+00+-6.644601398875238374e-06j), (1.971449757969799066e+02+0.000000000000000000e+00j), (-9.552490386112242504e+02+0.000000000000000000e+00j), (1.968625490236811856e+03+0.000000000000000000e+00j)
 (6.613186597824096680e-01+-5.929483037903082732e-08j), (4.247786184330348078e+02+0.000000000000000000e+00j), (-2.056874559940765721e+03+0.000000000000000000e+00j), (4.242652222004317082e+03+0.000000000000000000e+00j)
 (6.198309361934661865e-02+2.396861236775293946e-05j), (6.813361807102489820e+02+0.000000000000000000e+00j), (-3.295043169190720619e+03+0.000000000000000000e+00j), (6.807135310575229596e+03+0.000000000000000000e+00j)
 (-2.209017574787139893e-01+3.531061520334333181e-05j), (9.656176061163489521e+02+0.000000000000000000e+00j), (-4.668049655628260552e+03+0.000000000000000000e+00j), (9.647875651497939543e+03+0.000000000000000000e+00j)
 (-1.402143388986587524e-01+-5.023393896408379078e-06j), (1.276532373540087747e+03+0.000000000000000000e+00j), (-6.171910889891525585e+03+0.000000000000000000e+00j), (1.275391363748225740e+04+0.000000000000000000e+00j)
 (1.147835493087768555e+00+-6.875774943182477728e-06j), (2.276336426360549012e+02+0.000000000000000000e+00j), (-1.101625521329541243e+03+0.000000000000000000e+00j), (2.274026731767505225e+03+0.000000000000000000e+00j)
 (5.071804523468017578e-01+4.567110863717971370e-06j), (4.841912049132690754e+02+0.000000000000000000e+00j), (-2.339794130579496141e+03+0.000000000000000000e+00j), (4.838509820338417740e+03+0.000000000000000000e+00j)
 (-7.070989906787872314e-02+3.122229827567934990e-05j), (7.684726303193690455e+02+0.000000000000000000e+00j), (-3.712800617017036075e+03+0.000000000000000000e+00j), (7.679250161261127687e+03+0.000000000000000000e+00j)
 (-2.226873189210891724e-01+2.684955143195111305e-05j), (1.079387397743107840e+03+0.000000000000000000e+00j), (-5.216661851280301562e+03+0.000000000000000000e+00j), (1.078528814724544645e+04+0.000000000000000000e+00j)
 (1.087363958358764648e+00+-6.825848686276003718e-06j), (2.565575622772141742e+02+0.000000000000000000e+00j), (-1.238168609249954898e+03+0.000000000000000000e+00j), (2.564483088570912514e+03+0.000000000000000000e+00j)
 (3.647738099098205566e-01+9.815005796554032713e-06j), (5.408389876833141443e+02+0.000000000000000000e+00j), (-2.611175095687494832e+03+0.000000000000000000e+00j), (5.405223429493622461e+03+0.000000000000000000e+00j)
 (-1.597495675086975098e-01+3.554139766492880881e-05j), (8.517537551070529389e+02+0.000000000000000000e+00j), (-4.115036329950759864e+03+0.000000000000000000e+00j), (8.511261415477940318e+03+0.000000000000000000e+00j)
 (1.022686958312988281e+00+-6.470214430009946227e-06j), (2.842814254060999701e+02+0.000000000000000000e+00j), (-1.373006486437539934e+03+0.000000000000000000e+00j), (2.840740340922709947e+03+0.000000000000000000e+00j)
 (2.365490794181823730e-01+1.534021612314973027e-05j), (5.951961928298387647e+02+0.000000000000000000e+00j), (-2.876867720700804966e+03+0.000000000000000000e+00j), (5.946778326907027804e+03+0.000000000000000000e+00j)
 (9.577242732048034668e-01+-5.820600563311018050e-06j), (3.109147674237387946e+02+0.000000000000000000e+00j), (-1.503861234263265032e+03+0.000000000000000000e+00j), (3.106037985984317856e+03+0.000000000000000000e+00j)
